result_id,evidence_layer,protocol,execution_environment,job_id,experiment_code,experiment_name,split,split_sha256,development_status,encoder,connector,seed,epoch,checkpoint,checkpoint_sha256,augmentation,original_run_name,input_mode,reason_mode,graph_source,oracle,model_arm,comparator_arm,n_questions,n_images,metric,model_score,comparator_score,effect,ci_lower,ci_upper,ci_level,bootstrap_unit,bootstrap_resamples,effect_excludes_zero,eos_rate,cap_rate,mean_generated_tokens,source_artifact,source_artifact_sha256,source_commit,notes
corrected_confirm3000:bridge_clip_w1_bf16_v1_ep5::bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__confirm_3000_qids__image_only__direct::exact,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_confirm3000:bridge_clip_w1_bf16_v1_ep5,bridge_clip_w1_bf16_v1_ep5,confirm_3000_qids,,confirmatory_result,clip,mlp256,42,5,bridge_clip_w1_bf16_v1_ep5,,none,bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__confirm_3000_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,3000,3000,exact,51.333333,28.7,22.633333,,,,,,,100,0,2.245333,outputs/eval/confirm/bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__confirm_3000_qids__image_only__direct_records.json,96c14e93857e9e6072d4444baefd72141836ba3467d64c9909c06f3aa2eb088c,,corrected ChatML + supervised EOS; primary metric exact_full
corrected_locked2000:bridge_dinov2_w1_bf16_v1_ep5::bridge_dinov2_w1_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_locked2000:bridge_dinov2_w1_bf16_v1_ep5,bridge_dinov2_w1_bf16_v1_ep5,eval_2000_qids,,locked_result,dinov2,mlp256,42,5,bridge_dinov2_w1_bf16_v1_ep5,,none,bridge_dinov2_w1_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,2000,1725,exact,49.9,28.95,20.95,,,,,,,100,0,2.2365,outputs/eval/locked/bridge_dinov2_w1_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json,8ee13691777ca99b79e22a4a9e971924077a184e942e3ebed6ea46e0766011d1,,corrected ChatML + supervised EOS; primary metric exact_full
corrected_locked2000:bridge_dinov2_w1_bf16_v1_ep5::bridge_dinov2_w1_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_locked2000:bridge_dinov2_w1_bf16_v1_ep5,bridge_dinov2_w1_bf16_v1_ep5,eval_2000_qids,,locked_result,dinov2,mlp256,42,5,bridge_dinov2_w1_bf16_v1_ep5,,none,bridge_dinov2_w1_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,2000,1725,exact_full,49.9,28.95,20.95,,,,,,,100,0,2.2365,outputs/eval/locked/bridge_dinov2_w1_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json,8ee13691777ca99b79e22a4a9e971924077a184e942e3ebed6ea46e0766011d1,,corrected ChatML + supervised EOS; primary metric exact_full
corrected_locked2000:bridge_dinov2_w1_bf16_v1_ep5::bridge_dinov2_w1_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_locked2000:bridge_dinov2_w1_bf16_v1_ep5,bridge_dinov2_w1_bf16_v1_ep5,eval_2000_qids,,locked_result,dinov2,mlp256,42,5,bridge_dinov2_w1_bf16_v1_ep5,,none,bridge_dinov2_w1_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,2000,1725,vqa_soft,50.35,30.85,19.5,,,,,,,100,0,2.2365,outputs/eval/locked/bridge_dinov2_w1_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json,8ee13691777ca99b79e22a4a9e971924077a184e942e3ebed6ea46e0766011d1,,corrected ChatML + supervised EOS; primary metric exact_full
corrected_locked2000:bridge_dinov2_w1qf_bf16_v1_ep5::bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_locked2000:bridge_dinov2_w1qf_bf16_v1_ep5,bridge_dinov2_w1qf_bf16_v1_ep5,eval_2000_qids,,locked_result,dinov2,qformer32,42,5,bridge_dinov2_w1qf_bf16_v1_ep5,,none,bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,2000,1725,exact,43.05,28.95,14.1,,,,,,,100,0,2.223,outputs/eval/locked/bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json,3620ec640d39de376581f44d8f1bcc28f237e9cfde1e58078d06bd1bf72dba8b,,corrected ChatML + supervised EOS; primary metric exact_full
corrected_locked2000:bridge_dinov2_w1qf_bf16_v1_ep5::bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_locked2000:bridge_dinov2_w1qf_bf16_v1_ep5,bridge_dinov2_w1qf_bf16_v1_ep5,eval_2000_qids,,locked_result,dinov2,qformer32,42,5,bridge_dinov2_w1qf_bf16_v1_ep5,,none,bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,2000,1725,exact_full,43.05,28.95,14.1,,,,,,,100,0,2.223,outputs/eval/locked/bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json,3620ec640d39de376581f44d8f1bcc28f237e9cfde1e58078d06bd1bf72dba8b,,corrected ChatML + supervised EOS; primary metric exact_full
corrected_locked2000:bridge_dinov2_w1qf_bf16_v1_ep5::bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_locked2000:bridge_dinov2_w1qf_bf16_v1_ep5,bridge_dinov2_w1qf_bf16_v1_ep5,eval_2000_qids,,locked_result,dinov2,qformer32,42,5,bridge_dinov2_w1qf_bf16_v1_ep5,,none,bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,2000,1725,vqa_soft,43.4,30.85,12.55,,,,,,,100,0,2.223,outputs/eval/locked/bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json,3620ec640d39de376581f44d8f1bcc28f237e9cfde1e58078d06bd1bf72dba8b,,corrected ChatML + supervised EOS; primary metric exact_full
corrected_locked2000:bridge_ijepa_w1_bf16_v1_ep5::bridge_ijepa_w1_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_locked2000:bridge_ijepa_w1_bf16_v1_ep5,bridge_ijepa_w1_bf16_v1_ep5,eval_2000_qids,,locked_result,ijepa,mlp256,42,5,bridge_ijepa_w1_bf16_v1_ep5,,none,bridge_ijepa_w1_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,2000,1725,exact,44.55,28.95,15.6,,,,,,,100,0,2.249,outputs/eval/locked/bridge_ijepa_w1_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json,5d032f8fb3cc368d3041ae499b4f87969c73da55a68c03193ed29002ddc8637d,,corrected ChatML + supervised EOS; primary metric exact_full
corrected_locked2000:bridge_ijepa_w1_bf16_v1_ep5::bridge_ijepa_w1_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_locked2000:bridge_ijepa_w1_bf16_v1_ep5,bridge_ijepa_w1_bf16_v1_ep5,eval_2000_qids,,locked_result,ijepa,mlp256,42,5,bridge_ijepa_w1_bf16_v1_ep5,,none,bridge_ijepa_w1_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,2000,1725,exact_full,44.55,28.95,15.6,,,,,,,100,0,2.249,outputs/eval/locked/bridge_ijepa_w1_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json,5d032f8fb3cc368d3041ae499b4f87969c73da55a68c03193ed29002ddc8637d,,corrected ChatML + supervised EOS; primary metric exact_full
corrected_locked2000:bridge_ijepa_w1_bf16_v1_ep5::bridge_ijepa_w1_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_locked2000:bridge_ijepa_w1_bf16_v1_ep5,bridge_ijepa_w1_bf16_v1_ep5,eval_2000_qids,,locked_result,ijepa,mlp256,42,5,bridge_ijepa_w1_bf16_v1_ep5,,none,bridge_ijepa_w1_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,2000,1725,vqa_soft,45.15,30.85,14.3,,,,,,,100,0,2.249,outputs/eval/locked/bridge_ijepa_w1_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json,5d032f8fb3cc368d3041ae499b4f87969c73da55a68c03193ed29002ddc8637d,,corrected ChatML + supervised EOS; primary metric exact_full
corrected_locked2000:bridge_ijepa_w1_s43_v1_ep5::bridge_ijepa_w1_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_locked2000:bridge_ijepa_w1_s43_v1_ep5,bridge_ijepa_w1_s43_v1_ep5,eval_2000_qids,,locked_result,ijepa,mlp256,43,5,bridge_ijepa_w1_s43_v1_ep5,,none,bridge_ijepa_w1_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,2000,1725,exact,45.9,28.95,16.95,,,,,,,100,0,2.2205,outputs/eval/locked/bridge_ijepa_w1_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json,e8c5bbe3b4f6b69a76210d29b3c8cea288917e8139356ef1281f79b4e2c88490,,corrected ChatML + supervised EOS; primary metric exact_full
corrected_locked2000:bridge_ijepa_w1_s43_v1_ep5::bridge_ijepa_w1_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_locked2000:bridge_ijepa_w1_s43_v1_ep5,bridge_ijepa_w1_s43_v1_ep5,eval_2000_qids,,locked_result,ijepa,mlp256,43,5,bridge_ijepa_w1_s43_v1_ep5,,none,bridge_ijepa_w1_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,2000,1725,exact_full,45.9,28.95,16.95,,,,,,,100,0,2.2205,outputs/eval/locked/bridge_ijepa_w1_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json,e8c5bbe3b4f6b69a76210d29b3c8cea288917e8139356ef1281f79b4e2c88490,,corrected ChatML + supervised EOS; primary metric exact_full
corrected_locked2000:bridge_ijepa_w1_s43_v1_ep5::bridge_ijepa_w1_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_locked2000:bridge_ijepa_w1_s43_v1_ep5,bridge_ijepa_w1_s43_v1_ep5,eval_2000_qids,,locked_result,ijepa,mlp256,43,5,bridge_ijepa_w1_s43_v1_ep5,,none,bridge_ijepa_w1_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,2000,1725,vqa_soft,46.45,30.85,15.6,,,,,,,100,0,2.2205,outputs/eval/locked/bridge_ijepa_w1_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json,e8c5bbe3b4f6b69a76210d29b3c8cea288917e8139356ef1281f79b4e2c88490,,corrected ChatML + supervised EOS; primary metric exact_full
corrected_locked2000:bridge_ijepa_w1_s44_v1_ep5::bridge_ijepa_w1_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_locked2000:bridge_ijepa_w1_s44_v1_ep5,bridge_ijepa_w1_s44_v1_ep5,eval_2000_qids,,locked_result,ijepa,mlp256,44,5,bridge_ijepa_w1_s44_v1_ep5,,none,bridge_ijepa_w1_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,2000,1725,exact,42.1,28.95,13.15,,,,,,,100,0,2.232,outputs/eval/locked/bridge_ijepa_w1_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json,4d886ceccfe22de28d64f589cfd3c359abcba5f93320f3b47bbe0e6ba26c9863,,corrected ChatML + supervised EOS; primary metric exact_full
corrected_locked2000:bridge_ijepa_w1_s44_v1_ep5::bridge_ijepa_w1_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_locked2000:bridge_ijepa_w1_s44_v1_ep5,bridge_ijepa_w1_s44_v1_ep5,eval_2000_qids,,locked_result,ijepa,mlp256,44,5,bridge_ijepa_w1_s44_v1_ep5,,none,bridge_ijepa_w1_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,2000,1725,exact_full,42.1,28.95,13.15,,,,,,,100,0,2.232,outputs/eval/locked/bridge_ijepa_w1_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json,4d886ceccfe22de28d64f589cfd3c359abcba5f93320f3b47bbe0e6ba26c9863,,corrected ChatML + supervised EOS; primary metric exact_full
corrected_locked2000:bridge_ijepa_w1_s44_v1_ep5::bridge_ijepa_w1_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_locked2000:bridge_ijepa_w1_s44_v1_ep5,bridge_ijepa_w1_s44_v1_ep5,eval_2000_qids,,locked_result,ijepa,mlp256,44,5,bridge_ijepa_w1_s44_v1_ep5,,none,bridge_ijepa_w1_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,2000,1725,vqa_soft,42.5,30.85,11.65,,,,,,,100,0,2.232,outputs/eval/locked/bridge_ijepa_w1_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json,4d886ceccfe22de28d64f589cfd3c359abcba5f93320f3b47bbe0e6ba26c9863,,corrected ChatML + supervised EOS; primary metric exact_full
corrected_locked2000:bridge_ijepa_w1pool_bf16_v1_ep5::bridge_ijepa_w1pool_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_locked2000:bridge_ijepa_w1pool_bf16_v1_ep5,bridge_ijepa_w1pool_bf16_v1_ep5,eval_2000_qids,,locked_result,ijepa,pool32,42,5,bridge_ijepa_w1pool_bf16_v1_ep5,,none,bridge_ijepa_w1pool_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,2000,1725,exact,41.2,28.95,12.25,,,,,,,100,0,2.233,outputs/eval/locked/bridge_ijepa_w1pool_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json,b763bfd5e4f1a6d031013d642ac9bad0b3ac3a1315080632889b9ae294325fc7,,corrected ChatML + supervised EOS; primary metric exact_full
corrected_locked2000:bridge_ijepa_w1pool_bf16_v1_ep5::bridge_ijepa_w1pool_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_locked2000:bridge_ijepa_w1pool_bf16_v1_ep5,bridge_ijepa_w1pool_bf16_v1_ep5,eval_2000_qids,,locked_result,ijepa,pool32,42,5,bridge_ijepa_w1pool_bf16_v1_ep5,,none,bridge_ijepa_w1pool_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,2000,1725,exact_full,41.2,28.95,12.25,,,,,,,100,0,2.233,outputs/eval/locked/bridge_ijepa_w1pool_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json,b763bfd5e4f1a6d031013d642ac9bad0b3ac3a1315080632889b9ae294325fc7,,corrected ChatML + supervised EOS; primary metric exact_full
corrected_locked2000:bridge_ijepa_w1pool_bf16_v1_ep5::bridge_ijepa_w1pool_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_locked2000:bridge_ijepa_w1pool_bf16_v1_ep5,bridge_ijepa_w1pool_bf16_v1_ep5,eval_2000_qids,,locked_result,ijepa,pool32,42,5,bridge_ijepa_w1pool_bf16_v1_ep5,,none,bridge_ijepa_w1pool_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,2000,1725,vqa_soft,41.85,30.85,11,,,,,,,100,0,2.233,outputs/eval/locked/bridge_ijepa_w1pool_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json,b763bfd5e4f1a6d031013d642ac9bad0b3ac3a1315080632889b9ae294325fc7,,corrected ChatML + supervised EOS; primary metric exact_full
corrected_locked2000:bridge_ijepa_w1qf_bf16_v1_ep5::bridge_ijepa_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_locked2000:bridge_ijepa_w1qf_bf16_v1_ep5,bridge_ijepa_w1qf_bf16_v1_ep5,eval_2000_qids,,locked_result,ijepa,qformer32,42,5,bridge_ijepa_w1qf_bf16_v1_ep5,,none,bridge_ijepa_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,2000,1725,exact,39.75,28.95,10.8,,,,,,,100,0,2.2315,outputs/eval/locked/bridge_ijepa_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json,0de609fd26d3bea447a4a77137280b1b5e2d128003855c4480d8e758b88f44fd,,corrected ChatML + supervised EOS; primary metric exact_full
corrected_locked2000:bridge_ijepa_w1qf_bf16_v1_ep5::bridge_ijepa_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_locked2000:bridge_ijepa_w1qf_bf16_v1_ep5,bridge_ijepa_w1qf_bf16_v1_ep5,eval_2000_qids,,locked_result,ijepa,qformer32,42,5,bridge_ijepa_w1qf_bf16_v1_ep5,,none,bridge_ijepa_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,2000,1725,exact_full,39.75,28.95,10.8,,,,,,,100,0,2.2315,outputs/eval/locked/bridge_ijepa_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json,0de609fd26d3bea447a4a77137280b1b5e2d128003855c4480d8e758b88f44fd,,corrected ChatML + supervised EOS; primary metric exact_full
corrected_locked2000:bridge_ijepa_w1qf_bf16_v1_ep5::bridge_ijepa_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_locked2000:bridge_ijepa_w1qf_bf16_v1_ep5,bridge_ijepa_w1qf_bf16_v1_ep5,eval_2000_qids,,locked_result,ijepa,qformer32,42,5,bridge_ijepa_w1qf_bf16_v1_ep5,,none,bridge_ijepa_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,2000,1725,vqa_soft,40.05,30.85,9.2,,,,,,,100,0,2.2315,outputs/eval/locked/bridge_ijepa_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json,0de609fd26d3bea447a4a77137280b1b5e2d128003855c4480d8e758b88f44fd,,corrected ChatML + supervised EOS; primary metric exact_full
corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5::bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5,bridge_ijepa_w1qf_s43_v1_ep5,eval_2000_qids,,locked_result,ijepa,qformer32,43,5,bridge_ijepa_w1qf_s43_v1_ep5,,none,bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,2000,1725,exact,41.9,28.95,12.95,,,,,,,100,0,2.202,outputs/eval/locked/bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json,df28dc8083a964642ba90d439b0834a35caf7faa2a0331362ef01fce80a85803,,corrected ChatML + supervised EOS; primary metric exact_full
corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5::bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5,bridge_ijepa_w1qf_s43_v1_ep5,eval_2000_qids,,locked_result,ijepa,qformer32,43,5,bridge_ijepa_w1qf_s43_v1_ep5,,none,bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,2000,1725,exact_full,41.9,28.95,12.95,,,,,,,100,0,2.202,outputs/eval/locked/bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json,df28dc8083a964642ba90d439b0834a35caf7faa2a0331362ef01fce80a85803,,corrected ChatML + supervised EOS; primary metric exact_full
corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5::bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5,bridge_ijepa_w1qf_s43_v1_ep5,eval_2000_qids,,locked_result,ijepa,qformer32,43,5,bridge_ijepa_w1qf_s43_v1_ep5,,none,bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,2000,1725,vqa_soft,42.35,30.85,11.5,,,,,,,100,0,2.202,outputs/eval/locked/bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json,df28dc8083a964642ba90d439b0834a35caf7faa2a0331362ef01fce80a85803,,corrected ChatML + supervised EOS; primary metric exact_full
corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5::bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5,bridge_ijepa_w1qf_s44_v1_ep5,eval_2000_qids,,locked_result,ijepa,qformer32,44,5,bridge_ijepa_w1qf_s44_v1_ep5,,none,bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,2000,1725,exact,42.25,28.95,13.3,,,,,,,100,0,2.221,outputs/eval/locked/bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json,f12bcd6962f9a9f8c4ed2894a6d2b1fa3ddfba6170eda54c5e820634a28457ee,,corrected ChatML + supervised EOS; primary metric exact_full
corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5::bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5,bridge_ijepa_w1qf_s44_v1_ep5,eval_2000_qids,,locked_result,ijepa,qformer32,44,5,bridge_ijepa_w1qf_s44_v1_ep5,,none,bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,2000,1725,exact_full,42.25,28.95,13.3,,,,,,,100,0,2.221,outputs/eval/locked/bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json,f12bcd6962f9a9f8c4ed2894a6d2b1fa3ddfba6170eda54c5e820634a28457ee,,corrected ChatML + supervised EOS; primary metric exact_full
corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5::bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5,bridge_ijepa_w1qf_s44_v1_ep5,eval_2000_qids,,locked_result,ijepa,qformer32,44,5,bridge_ijepa_w1qf_s44_v1_ep5,,none,bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,2000,1725,vqa_soft,42.6,30.85,11.75,,,,,,,100,0,2.221,outputs/eval/locked/bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json,f12bcd6962f9a9f8c4ed2894a6d2b1fa3ddfba6170eda54c5e820634a28457ee,,corrected ChatML + supervised EOS; primary metric exact_full
