interval_id,evidence_layer,experiment_code,split,metric,model_arm,comparator_arm,n_questions,effect,ci_lower,ci_upper,ci_level,bootstrap_unit,bootstrap_resamples,effect_excludes_zero,source_artifact
legacy_locked2000:bridge_clip_150k_mlp_ep3::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_clip_150k_mlp_ep3,eval_2000_qids,vqa_soft,bridge (vision),text-only floor,2000,24.8,22.1,27.5,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_clip_150k_mlp_ep3_cot::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_clip_150k_mlp_ep3_cot,eval_2000_qids,exact,bridge + cot,bridge (baseline),2000,22.5,20.7,24.4,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_clip_150k_mlp_ep3_cot::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_clip_150k_mlp_ep3_cot,eval_2000_qids,vqa_soft,bridge + cot,bridge (baseline),2000,-8.8,-10.7,-6.8,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_clip_150k_mlp_ep3_scene_graph::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_clip_150k_mlp_ep3_scene_graph,eval_2000_qids,exact,bridge + scene_graph,bridge (baseline),2000,64.0,61.9,66.1,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_clip_150k_mlp_ep3_scene_graph::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_clip_150k_mlp_ep3_scene_graph,eval_2000_qids,vqa_soft,bridge + scene_graph,bridge (baseline),2000,16.2,13.9,18.5,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_clip_150k_mlp_ep3_scene_graph_predq::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_clip_150k_mlp_ep3_scene_graph_predq,eval_2000_qids,exact,bridge + scene_graph_predq,bridge (baseline),2000,46.5,44.2,48.7,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_clip_150k_mlp_ep3_scene_graph_predq::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_clip_150k_mlp_ep3_scene_graph_predq,eval_2000_qids,vqa_soft,bridge + scene_graph_predq,bridge (baseline),2000,-5.5,-7.6,-3.4,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_clip_150k_nocls_ep1::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_clip_150k_nocls_ep1,eval_2000_qids,exact,bridge (vision),text-only floor,2000,-14.3,-16.2,-12.4,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_clip_150k_nocls_ep1::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_clip_150k_nocls_ep1,eval_2000_qids,vqa_soft,bridge (vision),text-only floor,2000,12.7,10.1,15.2,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_clip_150k_nocls_ep2::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_clip_150k_nocls_ep2,eval_2000_qids,exact,bridge (vision),text-only floor,2000,-12.8,-14.7,-10.8,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_clip_150k_nocls_ep2::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_clip_150k_nocls_ep2,eval_2000_qids,vqa_soft,bridge (vision),text-only floor,2000,14.2,11.6,16.8,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_clip_150k_nocls_ep3::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_clip_150k_nocls_ep3,eval_2000_qids,exact,bridge (vision),text-only floor,2000,-11.2,-13.2,-9.2,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_clip_150k_nocls_ep3::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_clip_150k_nocls_ep3,eval_2000_qids,vqa_soft,bridge (vision),text-only floor,2000,15.3,12.6,18.0,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_clip_150k_pool_ep1::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_clip_150k_pool_ep1,eval_2000_qids,exact,bridge (vision),text-only floor,2000,-19.2,-21.0,-17.5,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_clip_150k_pool_ep1::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_clip_150k_pool_ep1,eval_2000_qids,vqa_soft,bridge (vision),text-only floor,2000,13.9,11.3,16.6,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_clip_150k_pool_ep2::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_clip_150k_pool_ep2,eval_2000_qids,exact,bridge (vision),text-only floor,2000,-14.2,-16.2,-12.4,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_clip_150k_pool_ep2::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_clip_150k_pool_ep2,eval_2000_qids,vqa_soft,bridge (vision),text-only floor,2000,19.2,16.5,21.9,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_clip_150k_pool_ep3::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_clip_150k_pool_ep3,eval_2000_qids,exact,bridge (vision),text-only floor,2000,-16.2,-18.0,-14.4,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_clip_150k_pool_ep3::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_clip_150k_pool_ep3,eval_2000_qids,vqa_soft,bridge (vision),text-only floor,2000,20.6,18.0,23.3,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_clip_500k_ep1::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_clip_500k_ep1,eval_2000_qids,exact,bridge (vision),text-only floor,2000,-14.1,-16.0,-12.2,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_clip_500k_ep1::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_clip_500k_ep1,eval_2000_qids,vqa_soft,bridge (vision),text-only floor,2000,7.2,4.4,10.0,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_clip_500k_ep2::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_clip_500k_ep2,eval_2000_qids,exact,bridge (vision),text-only floor,2000,-14.7,-16.5,-12.8,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_clip_500k_ep2::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_clip_500k_ep2,eval_2000_qids,vqa_soft,bridge (vision),text-only floor,2000,18.4,15.6,21.1,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_clip_500k_ep3::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_clip_500k_ep3,eval_2000_qids,exact,bridge (vision),text-only floor,2000,-14.2,-16.1,-12.2,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_clip_500k_ep3::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_clip_500k_ep3,eval_2000_qids,vqa_soft,bridge (vision),text-only floor,2000,18.1,15.4,20.8,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_clip_500k_ep3_scene_graph::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_clip_500k_ep3_scene_graph,eval_2000_qids,exact,bridge + scene_graph,bridge (baseline),2000,37.5,35.2,39.7,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_clip_500k_ep3_scene_graph::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_clip_500k_ep3_scene_graph,eval_2000_qids,vqa_soft,bridge + scene_graph,bridge (baseline),2000,23.4,21.1,25.9,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_clip_500k_ep3_scene_graph_pred::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_clip_500k_ep3_scene_graph_pred,eval_2000_qids,exact,bridge + scene_graph_pred,bridge (baseline),2000,8.6,6.9,10.3,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_clip_500k_ep3_scene_graph_pred::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_clip_500k_ep3_scene_graph_pred,eval_2000_qids,vqa_soft,bridge + scene_graph_pred,bridge (baseline),2000,-7.1,-9.6,-4.6,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_clip_500k_ep3_scene_graph_predq::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_clip_500k_ep3_scene_graph_predq,eval_2000_qids,exact,bridge + scene_graph_predq,bridge (baseline),2000,0.8,-0.6,2.2,95,question,10000,false,outputs/eval/results_ci.csv
legacy_locked2000:bridge_clip_500k_ep3_scene_graph_predq::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_clip_500k_ep3_scene_graph_predq,eval_2000_qids,vqa_soft,bridge + scene_graph_predq,bridge (baseline),2000,-4.7,-7.1,-2.3,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k,eval_2000_qids,exact,bridge (vision),text-only floor,2000,-11.2,-13.2,-9.2,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k,eval_2000_qids,vqa_soft,bridge (vision),text-only floor,2000,9.4,6.8,12.0,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_3ep::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_3ep,eval_2000_qids,exact,bridge (vision),text-only floor,2000,3.9,1.7,6.1,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_3ep::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_3ep,eval_2000_qids,vqa_soft,bridge (vision),text-only floor,2000,8.8,6.2,11.4,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_3ep_cot::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_3ep_cot,eval_2000_qids,exact,bridge + cot,bridge (baseline),2000,-2.1,-4.2,-0.1,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_3ep_cot::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_3ep_cot,eval_2000_qids,vqa_soft,bridge + cot,bridge (baseline),2000,-6.8,-8.8,-4.7,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_3ep_scene_graph::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_3ep_scene_graph,eval_2000_qids,exact,bridge + scene_graph,bridge (baseline),2000,37.4,35.0,39.7,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_3ep_scene_graph::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_3ep_scene_graph,eval_2000_qids,vqa_soft,bridge + scene_graph,bridge (baseline),2000,31.2,28.7,33.8,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_cosine_ep1::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_cosine_ep1,eval_2000_qids,exact,bridge (vision),text-only floor,2000,-5.0,-7.0,-2.9,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_cosine_ep1::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_cosine_ep1,eval_2000_qids,vqa_soft,bridge (vision),text-only floor,2000,8.2,5.5,10.8,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_cosine_ep2::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_cosine_ep2,eval_2000_qids,exact,bridge (vision),text-only floor,2000,3.0,0.8,5.2,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_cosine_ep2::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_cosine_ep2,eval_2000_qids,vqa_soft,bridge (vision),text-only floor,2000,11.9,9.2,14.6,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_cosine_ep3::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_cosine_ep3,eval_2000_qids,exact,bridge (vision),text-only floor,2000,2.2,0.0,4.4,95,question,10000,false,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_cosine_ep3::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_cosine_ep3,eval_2000_qids,vqa_soft,bridge (vision),text-only floor,2000,13.7,11.0,16.4,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_mlp_ep1::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_mlp_ep1,eval_2000_qids,exact,bridge (vision),text-only floor,2000,-2.7,-4.8,-0.6,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_mlp_ep1::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_mlp_ep1,eval_2000_qids,vqa_soft,bridge (vision),text-only floor,2000,8.9,6.3,11.6,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_mlp_ep2::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_mlp_ep2,eval_2000_qids,exact,bridge (vision),text-only floor,2000,-4.5,-6.5,-2.5,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_mlp_ep2::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_mlp_ep2,eval_2000_qids,vqa_soft,bridge (vision),text-only floor,2000,16.6,14.1,19.2,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_mlp_ep3::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_mlp_ep3,eval_2000_qids,exact,bridge (vision),text-only floor,2000,-19.2,-21.0,-17.5,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_mlp_ep3::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_mlp_ep3,eval_2000_qids,vqa_soft,bridge (vision),text-only floor,2000,22.8,20.1,25.4,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_mlp_ep3_cot::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_mlp_ep3_cot,eval_2000_qids,exact,bridge + cot,bridge (baseline),2000,7.2,6.1,8.4,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_mlp_ep3_cot::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_mlp_ep3_cot,eval_2000_qids,vqa_soft,bridge + cot,bridge (baseline),2000,-11.2,-13.2,-9.1,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_mlp_ep3_scene_graph::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_mlp_ep3_scene_graph,eval_2000_qids,exact,bridge + scene_graph,bridge (baseline),2000,20.1,18.4,21.9,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_mlp_ep3_scene_graph::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_mlp_ep3_scene_graph,eval_2000_qids,vqa_soft,bridge + scene_graph,bridge (baseline),2000,17.9,15.5,20.3,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_mlp_ep3_scene_graph_predq::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_mlp_ep3_scene_graph_predq,eval_2000_qids,exact,bridge + scene_graph_predq,bridge (baseline),2000,6.1,5.1,7.2,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_mlp_ep3_scene_graph_predq::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_mlp_ep3_scene_graph_predq,eval_2000_qids,vqa_soft,bridge + scene_graph_predq,bridge (baseline),2000,-0.8,-2.8,1.2,95,question,10000,false,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_pool_ep1::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_pool_ep1,eval_2000_qids,exact,bridge (vision),text-only floor,2000,-10.8,-12.9,-8.8,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_pool_ep1::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_pool_ep1,eval_2000_qids,vqa_soft,bridge (vision),text-only floor,2000,12.2,9.7,14.6,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_pool_ep2::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_pool_ep2,eval_2000_qids,exact,bridge (vision),text-only floor,2000,-17.4,-19.3,-15.7,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_pool_ep2::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_pool_ep2,eval_2000_qids,vqa_soft,bridge (vision),text-only floor,2000,17.3,14.6,20.0,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_pool_ep3::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_pool_ep3,eval_2000_qids,exact,bridge (vision),text-only floor,2000,-16.4,-18.2,-14.6,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_pool_ep3::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_pool_ep3,eval_2000_qids,vqa_soft,bridge (vision),text-only floor,2000,19.4,16.7,22.2,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_shuf_ep1::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_shuf_ep1,eval_2000_qids,exact,bridge (vision),text-only floor,2000,2.9,0.6,5.1,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_shuf_ep1::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_shuf_ep1,eval_2000_qids,vqa_soft,bridge (vision),text-only floor,2000,5.4,2.8,7.9,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_shuf_ep2::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_shuf_ep2,eval_2000_qids,exact,bridge (vision),text-only floor,2000,8.9,6.7,11.2,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_shuf_ep2::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_shuf_ep2,eval_2000_qids,vqa_soft,bridge (vision),text-only floor,2000,7.7,5.1,10.2,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_shuf_ep3::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_shuf_ep3,eval_2000_qids,exact,bridge (vision),text-only floor,2000,6.4,4.2,8.5,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_150k_shuf_ep3::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_150k_shuf_ep3,eval_2000_qids,vqa_soft,bridge (vision),text-only floor,2000,8.2,5.6,10.7,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_500k_ep1::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_500k_ep1,eval_2000_qids,exact,bridge (vision),text-only floor,2000,3.7,1.4,6.0,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_500k_ep1::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_500k_ep1,eval_2000_qids,vqa_soft,bridge (vision),text-only floor,2000,7.8,5.1,10.4,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_500k_ep2::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_500k_ep2,eval_2000_qids,exact,bridge (vision),text-only floor,2000,-5.0,-7.0,-3.1,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_500k_ep2::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_500k_ep2,eval_2000_qids,vqa_soft,bridge (vision),text-only floor,2000,8.5,5.9,11.1,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_500k_ep3::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_500k_ep3,eval_2000_qids,exact,bridge (vision),text-only floor,2000,1.6,-0.6,3.7,95,question,10000,false,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_500k_ep3::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_500k_ep3,eval_2000_qids,vqa_soft,bridge (vision),text-only floor,2000,12.2,9.5,14.9,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_500k_ep3_scene_graph::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_500k_ep3_scene_graph,eval_2000_qids,exact,bridge + scene_graph,bridge (baseline),2000,26.8,24.3,29.2,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_500k_ep3_scene_graph::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_500k_ep3_scene_graph,eval_2000_qids,vqa_soft,bridge + scene_graph,bridge (baseline),2000,31.2,28.6,33.8,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_500k_ep3_scene_graph_pred::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_500k_ep3_scene_graph_pred,eval_2000_qids,exact,bridge + scene_graph_pred,bridge (baseline),2000,6.0,3.7,8.2,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_500k_ep3_scene_graph_pred::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_500k_ep3_scene_graph_pred,eval_2000_qids,vqa_soft,bridge + scene_graph_pred,bridge (baseline),2000,-2.3,-4.8,0.2,95,question,10000,false,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_500k_ep3_scene_graph_predq::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_500k_ep3_scene_graph_predq,eval_2000_qids,exact,bridge + scene_graph_predq,bridge (baseline),2000,15.0,12.8,17.2,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_500k_ep3_scene_graph_predq::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_500k_ep3_scene_graph_predq,eval_2000_qids,vqa_soft,bridge + scene_graph_predq,bridge (baseline),2000,2.8,0.5,5.1,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_500k_ep4::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_500k_ep4,eval_2000_qids,exact,bridge (vision),text-only floor,2000,-9.8,-11.6,-7.9,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_500k_ep4::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_500k_ep4,eval_2000_qids,vqa_soft,bridge (vision),text-only floor,2000,11.6,9.0,14.1,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_500k_ep5::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_500k_ep5,eval_2000_qids,exact,bridge (vision),text-only floor,2000,-5.9,-7.9,-4.0,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_500k_ep5::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_500k_ep5,eval_2000_qids,vqa_soft,bridge (vision),text-only floor,2000,11.2,8.5,13.9,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_500k_ep6::exact,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_500k_ep6,eval_2000_qids,exact,bridge (vision),text-only floor,2000,-6.7,-8.7,-4.8,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:bridge_ijepa_500k_ep6::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:bridge_ijepa_500k_ep6,eval_2000_qids,vqa_soft,bridge (vision),text-only floor,2000,12.8,10.2,15.4,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:connector_mlp_vs_qformer_150k::exact,legacy_raw_prompt_no_eos,legacy_locked2000:connector_mlp_vs_qformer_150k,eval_2000_qids,exact,"bridge CLIP (MLP, 256 vision tokens)","bridge CLIP (Q-Former noCLS, 32 vision tokens)",2000,-7.5,-8.8,-6.4,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:connector_mlp_vs_qformer_150k::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:connector_mlp_vs_qformer_150k,eval_2000_qids,vqa_soft,"bridge CLIP (MLP, 256 vision tokens)","bridge CLIP (Q-Former noCLS, 32 vision tokens)",2000,9.5,7.2,11.8,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:connector_mlp_vs_qformer_150k_ijepa::exact,legacy_raw_prompt_no_eos,legacy_locked2000:connector_mlp_vs_qformer_150k_ijepa,eval_2000_qids,exact,"bridge I-JEPA (MLP, 256 vision tokens)","bridge I-JEPA (Q-Former, 32 vision tokens)",2000,-23.1,-25.0,-21.3,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:connector_mlp_vs_qformer_150k_ijepa::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:connector_mlp_vs_qformer_150k_ijepa,eval_2000_qids,vqa_soft,"bridge I-JEPA (MLP, 256 vision tokens)","bridge I-JEPA (Q-Former, 32 vision tokens)",2000,14.0,11.6,16.3,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:connector_pool_vs_qformer_150k::exact,legacy_raw_prompt_no_eos,legacy_locked2000:connector_pool_vs_qformer_150k,eval_2000_qids,exact,"bridge CLIP (pool, 32 vision tokens)","bridge CLIP (Q-Former noCLS, 32 vision tokens)",2000,-5.1,-6.4,-3.8,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:connector_pool_vs_qformer_150k::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:connector_pool_vs_qformer_150k,eval_2000_qids,vqa_soft,"bridge CLIP (pool, 32 vision tokens)","bridge CLIP (Q-Former noCLS, 32 vision tokens)",2000,5.3,3.2,7.4,95,question,10000,true,outputs/eval/results_ci.csv
