result_id,evidence_layer,protocol,execution_environment,job_id,experiment_code,experiment_name,split,split_sha256,development_status,encoder,connector,seed,epoch,checkpoint,checkpoint_sha256,augmentation,original_run_name,input_mode,reason_mode,graph_source,oracle,model_arm,comparator_arm,n_questions,n_images,metric,model_score,comparator_score,effect,ci_lower,ci_upper,ci_level,bootstrap_unit,bootstrap_resamples,effect_excludes_zero,eos_rate,cap_rate,mean_generated_tokens,source_artifact,source_artifact_sha256,source_commit,notes
legacy_locked2000:bridge_clip_500k_ep2::bridge_clip_500k_ep2::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_clip_500k_ep2,bridge_clip_500k_ep2,eval_2000_qids,,locked_result,clip,,,2,,,none,bridge_clip_500k_ep2,,,,,bridge,text-only floor,2000,1725,exact,4.6,19.25,-14.65,,,,,,,,,,outputs/eval/bridge_clip_500k_ep2_records.json,09287fcb971f3e18304ad36c0593e4c22911db989ccccd5b2386ad8722ce7b7e,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_clip_500k_ep2::bridge_clip_500k_ep2::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_clip_500k_ep2,bridge_clip_500k_ep2,eval_2000_qids,,locked_result,clip,,,2,,,none,bridge_clip_500k_ep2,,,,,bridge,text-only floor,2000,1725,vqa_soft,49.05,30.7,18.35,,,,,,,,,,outputs/eval/bridge_clip_500k_ep2_records.json,09287fcb971f3e18304ad36c0593e4c22911db989ccccd5b2386ad8722ce7b7e,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_clip_500k_ep3::bridge_clip_500k_ep3::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_clip_500k_ep3,bridge_clip_500k_ep3,eval_2000_qids,,locked_result,clip,,,3,,,none,bridge_clip_500k_ep3,,,,,bridge,text-only floor,2000,1725,exact,5.1,19.25,-14.15,,,,,,,,,,outputs/eval/bridge_clip_500k_ep3_records.json,4cf8cc5128a6b6fe0f56e835542fed5a7b6ede207ebe51d92e59db8baeee3fde,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_clip_500k_ep3::bridge_clip_500k_ep3::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_clip_500k_ep3,bridge_clip_500k_ep3,eval_2000_qids,,locked_result,clip,,,3,,,none,bridge_clip_500k_ep3,,,,,bridge,text-only floor,2000,1725,vqa_soft,48.85,30.7,18.15,,,,,,,,,,outputs/eval/bridge_clip_500k_ep3_records.json,4cf8cc5128a6b6fe0f56e835542fed5a7b6ede207ebe51d92e59db8baeee3fde,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_clip_500k_ep3_scene_graph::bridge_clip_500k_ep3_scene_graph::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_clip_500k_ep3_scene_graph,bridge_clip_500k_ep3_scene_graph,eval_2000_qids,,locked_result,clip,,,3,,,scene_graph_oracle,bridge_clip_500k_ep3_scene_graph,,,gqa_ground_truth,true,bridge+augmentation,bridge (unaugmented),2000,1725,exact,42.55,5.1,37.45,,,,,,,,,,outputs/eval/bridge_clip_500k_ep3_scene_graph_records.json,5213f689222e66aaded618bef5f30c8a5f510786091f37cbf361dd970312f2ce,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_clip_500k_ep3_scene_graph::bridge_clip_500k_ep3_scene_graph::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_clip_500k_ep3_scene_graph,bridge_clip_500k_ep3_scene_graph,eval_2000_qids,,locked_result,clip,,,3,,,scene_graph_oracle,bridge_clip_500k_ep3_scene_graph,,,gqa_ground_truth,true,bridge+augmentation,bridge (unaugmented),2000,1725,vqa_soft,72.3,48.85,23.45,,,,,,,,,,outputs/eval/bridge_clip_500k_ep3_scene_graph_records.json,5213f689222e66aaded618bef5f30c8a5f510786091f37cbf361dd970312f2ce,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_clip_500k_ep3_scene_graph_pred::bridge_clip_500k_ep3_scene_graph_pred::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_clip_500k_ep3_scene_graph_pred,bridge_clip_500k_ep3_scene_graph_pred,eval_2000_qids,,locked_result,clip,,,3,,,scene_graph_predicted_owlv2,bridge_clip_500k_ep3_scene_graph_pred,,,owlv2,false,bridge+augmentation,bridge (unaugmented),2000,1725,exact,13.7,5.1,8.6,,,,,,,,,,outputs/eval/bridge_clip_500k_ep3_scene_graph_pred_records.json,6321bb05e4c4eda91ce472f59d88a2642b3d740f23fffcb6abb59dde4498b1fa,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_clip_500k_ep3_scene_graph_pred::bridge_clip_500k_ep3_scene_graph_pred::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_clip_500k_ep3_scene_graph_pred,bridge_clip_500k_ep3_scene_graph_pred,eval_2000_qids,,locked_result,clip,,,3,,,scene_graph_predicted_owlv2,bridge_clip_500k_ep3_scene_graph_pred,,,owlv2,false,bridge+augmentation,bridge (unaugmented),2000,1725,vqa_soft,41.75,48.85,-7.1,,,,,,,,,,outputs/eval/bridge_clip_500k_ep3_scene_graph_pred_records.json,6321bb05e4c4eda91ce472f59d88a2642b3d740f23fffcb6abb59dde4498b1fa,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_clip_500k_ep3_scene_graph_predq::bridge_clip_500k_ep3_scene_graph_predq::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_clip_500k_ep3_scene_graph_predq,bridge_clip_500k_ep3_scene_graph_predq,eval_2000_qids,,locked_result,clip,,,3,,,scene_graph_predicted_owlv2,bridge_clip_500k_ep3_scene_graph_predq,,,owlv2_question_conditioned,false,bridge+augmentation,bridge (unaugmented),2000,1725,exact,5.85,5.1,0.75,,,,,,,,,,outputs/eval/bridge_clip_500k_ep3_scene_graph_predq_records.json,2ba5050a55b6ee9ff05dc6cbc809e55e71965a5330a048711b4bba711125cd07,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_clip_500k_ep3_scene_graph_predq::bridge_clip_500k_ep3_scene_graph_predq::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_clip_500k_ep3_scene_graph_predq,bridge_clip_500k_ep3_scene_graph_predq,eval_2000_qids,,locked_result,clip,,,3,,,scene_graph_predicted_owlv2,bridge_clip_500k_ep3_scene_graph_predq,,,owlv2_question_conditioned,false,bridge+augmentation,bridge (unaugmented),2000,1725,vqa_soft,44.2,48.85,-4.65,,,,,,,,,,outputs/eval/bridge_clip_500k_ep3_scene_graph_predq_records.json,2ba5050a55b6ee9ff05dc6cbc809e55e71965a5330a048711b4bba711125cd07,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k::bridge_ijepa_150k::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k,bridge_ijepa_150k,eval_2000_qids,,locked_result,ijepa,,,,,,none,bridge_ijepa_150k,,,,,bridge,text-only floor,2000,1725,exact,8.1,19.25,-11.15,,,,,,,,,,outputs/eval/bridge_ijepa_150k_records.json,b46d2da473a5dcf1b11697b32ad39fb394b89853e79f4cb0d14fa1ae891dbc71,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k::bridge_ijepa_150k::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k,bridge_ijepa_150k,eval_2000_qids,,locked_result,ijepa,,,,,,none,bridge_ijepa_150k,,,,,bridge,text-only floor,2000,1725,vqa_soft,40.1,30.7,9.4,,,,,,,,,,outputs/eval/bridge_ijepa_150k_records.json,b46d2da473a5dcf1b11697b32ad39fb394b89853e79f4cb0d14fa1ae891dbc71,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_3ep::bridge_ijepa_150k_3ep::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_3ep,bridge_ijepa_150k_3ep,eval_2000_qids,,locked_result,ijepa,,,,,,none,bridge_ijepa_150k_3ep,,,,,bridge,text-only floor,2000,1725,exact,23.15,19.25,3.9,,,,,,,,,,outputs/eval/bridge_ijepa_150k_3ep_records.json,f00386eaa01c28cc9969d0c2a85635f826aaf8f08066f5b9abd77c40ba20f7c7,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_3ep::bridge_ijepa_150k_3ep::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_3ep,bridge_ijepa_150k_3ep,eval_2000_qids,,locked_result,ijepa,,,,,,none,bridge_ijepa_150k_3ep,,,,,bridge,text-only floor,2000,1725,vqa_soft,39.45,30.7,8.75,,,,,,,,,,outputs/eval/bridge_ijepa_150k_3ep_records.json,f00386eaa01c28cc9969d0c2a85635f826aaf8f08066f5b9abd77c40ba20f7c7,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_3ep_cot::bridge_ijepa_150k_3ep_cot::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_3ep_cot,bridge_ijepa_150k_3ep_cot,eval_2000_qids,,locked_result,ijepa,,,,,,cot,bridge_ijepa_150k_3ep_cot,,,,false,bridge+augmentation,bridge (unaugmented),2000,1725,exact,21,23.15,-2.15,,,,,,,,,,outputs/eval/bridge_ijepa_150k_3ep_cot_records.json,6f2b23582867afb8d3921179d2ae97c53782bc2a716301badfe665711c4a5bbc,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_3ep_cot::bridge_ijepa_150k_3ep_cot::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_3ep_cot,bridge_ijepa_150k_3ep_cot,eval_2000_qids,,locked_result,ijepa,,,,,,cot,bridge_ijepa_150k_3ep_cot,,,,false,bridge+augmentation,bridge (unaugmented),2000,1725,vqa_soft,32.7,39.45,-6.75,,,,,,,,,,outputs/eval/bridge_ijepa_150k_3ep_cot_records.json,6f2b23582867afb8d3921179d2ae97c53782bc2a716301badfe665711c4a5bbc,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_3ep_scene_graph::bridge_ijepa_150k_3ep_scene_graph::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_3ep_scene_graph,bridge_ijepa_150k_3ep_scene_graph,eval_2000_qids,,locked_result,ijepa,,,,,,scene_graph_oracle,bridge_ijepa_150k_3ep_scene_graph,,,gqa_ground_truth,true,bridge+augmentation,bridge (unaugmented),2000,1725,exact,60.5,23.15,37.35,,,,,,,,,,outputs/eval/bridge_ijepa_150k_3ep_scene_graph_records.json,3b682ec290b53927ef04cdd3c683f7a292081688daa23e89b3410b957a01bcfa,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_3ep_scene_graph::bridge_ijepa_150k_3ep_scene_graph::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_3ep_scene_graph,bridge_ijepa_150k_3ep_scene_graph,eval_2000_qids,,locked_result,ijepa,,,,,,scene_graph_oracle,bridge_ijepa_150k_3ep_scene_graph,,,gqa_ground_truth,true,bridge+augmentation,bridge (unaugmented),2000,1725,vqa_soft,70.7,39.45,31.25,,,,,,,,,,outputs/eval/bridge_ijepa_150k_3ep_scene_graph_records.json,3b682ec290b53927ef04cdd3c683f7a292081688daa23e89b3410b957a01bcfa,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_cosine_ep1::bridge_ijepa_150k_cosine_ep1::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_cosine_ep1,bridge_ijepa_150k_cosine_ep1,eval_2000_qids,,locked_result,ijepa,,,1,,,none,bridge_ijepa_150k_cosine_ep1,,,,,bridge,text-only floor,2000,1725,exact,14.3,19.25,-4.95,,,,,,,,,,outputs/eval/bridge_ijepa_150k_cosine_ep1_records.json,e85e115ecffb856e7841781dd8572068859d0ec4a73261a4e27b7a57956cf719,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_cosine_ep1::bridge_ijepa_150k_cosine_ep1::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_cosine_ep1,bridge_ijepa_150k_cosine_ep1,eval_2000_qids,,locked_result,ijepa,,,1,,,none,bridge_ijepa_150k_cosine_ep1,,,,,bridge,text-only floor,2000,1725,vqa_soft,38.85,30.7,8.15,,,,,,,,,,outputs/eval/bridge_ijepa_150k_cosine_ep1_records.json,e85e115ecffb856e7841781dd8572068859d0ec4a73261a4e27b7a57956cf719,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_cosine_ep2::bridge_ijepa_150k_cosine_ep2::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_cosine_ep2,bridge_ijepa_150k_cosine_ep2,eval_2000_qids,,locked_result,ijepa,,,2,,,none,bridge_ijepa_150k_cosine_ep2,,,,,bridge,text-only floor,2000,1725,exact,22.25,19.25,3,,,,,,,,,,outputs/eval/bridge_ijepa_150k_cosine_ep2_records.json,2a4aa6a783e71b4a2cddc7a495c642b9f1d962bab5398e80161a90a01f87998a,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_cosine_ep2::bridge_ijepa_150k_cosine_ep2::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_cosine_ep2,bridge_ijepa_150k_cosine_ep2,eval_2000_qids,,locked_result,ijepa,,,2,,,none,bridge_ijepa_150k_cosine_ep2,,,,,bridge,text-only floor,2000,1725,vqa_soft,42.6,30.7,11.9,,,,,,,,,,outputs/eval/bridge_ijepa_150k_cosine_ep2_records.json,2a4aa6a783e71b4a2cddc7a495c642b9f1d962bab5398e80161a90a01f87998a,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_cosine_ep3::bridge_ijepa_150k_cosine_ep3::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_cosine_ep3,bridge_ijepa_150k_cosine_ep3,eval_2000_qids,,locked_result,ijepa,,,3,,,none,bridge_ijepa_150k_cosine_ep3,,,,,bridge,text-only floor,2000,1725,exact,21.5,19.25,2.25,,,,,,,,,,outputs/eval/bridge_ijepa_150k_cosine_ep3_records.json,4548c4d540cc474dea5411304d1cf4f980788ee45da10bb5b40fd5d5993d4ac0,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_cosine_ep3::bridge_ijepa_150k_cosine_ep3::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_cosine_ep3,bridge_ijepa_150k_cosine_ep3,eval_2000_qids,,locked_result,ijepa,,,3,,,none,bridge_ijepa_150k_cosine_ep3,,,,,bridge,text-only floor,2000,1725,vqa_soft,44.4,30.7,13.7,,,,,,,,,,outputs/eval/bridge_ijepa_150k_cosine_ep3_records.json,4548c4d540cc474dea5411304d1cf4f980788ee45da10bb5b40fd5d5993d4ac0,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_mlp_ep1::bridge_ijepa_150k_mlp_ep1::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_mlp_ep1,bridge_ijepa_150k_mlp_ep1,eval_2000_qids,,locked_result,ijepa,mlp256,,1,,,none,bridge_ijepa_150k_mlp_ep1,,,,,bridge,text-only floor,2000,1725,exact,16.55,19.25,-2.7,,,,,,,,,,outputs/eval/bridge_ijepa_150k_mlp_ep1_records.json,01d7717c2a243a9094d67a9976e1b28ca8fb536058b96739eb3ef85a2c7bddc2,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_mlp_ep1::bridge_ijepa_150k_mlp_ep1::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_mlp_ep1,bridge_ijepa_150k_mlp_ep1,eval_2000_qids,,locked_result,ijepa,mlp256,,1,,,none,bridge_ijepa_150k_mlp_ep1,,,,,bridge,text-only floor,2000,1725,vqa_soft,39.65,30.7,8.95,,,,,,,,,,outputs/eval/bridge_ijepa_150k_mlp_ep1_records.json,01d7717c2a243a9094d67a9976e1b28ca8fb536058b96739eb3ef85a2c7bddc2,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_mlp_ep2::bridge_ijepa_150k_mlp_ep2::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_mlp_ep2,bridge_ijepa_150k_mlp_ep2,eval_2000_qids,,locked_result,ijepa,mlp256,,2,,,none,bridge_ijepa_150k_mlp_ep2,,,,,bridge,text-only floor,2000,1725,exact,14.8,19.25,-4.45,,,,,,,,,,outputs/eval/bridge_ijepa_150k_mlp_ep2_records.json,35fbcd3f81df413d4f3d178f62077848b950ce4acf9734ac27318eee44a43e0c,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_mlp_ep2::bridge_ijepa_150k_mlp_ep2::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_mlp_ep2,bridge_ijepa_150k_mlp_ep2,eval_2000_qids,,locked_result,ijepa,mlp256,,2,,,none,bridge_ijepa_150k_mlp_ep2,,,,,bridge,text-only floor,2000,1725,vqa_soft,47.35,30.7,16.65,,,,,,,,,,outputs/eval/bridge_ijepa_150k_mlp_ep2_records.json,35fbcd3f81df413d4f3d178f62077848b950ce4acf9734ac27318eee44a43e0c,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_mlp_ep3::bridge_ijepa_150k_mlp_ep3::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_mlp_ep3,bridge_ijepa_150k_mlp_ep3,eval_2000_qids,,locked_result,ijepa,mlp256,,3,,,none,bridge_ijepa_150k_mlp_ep3,,,,,bridge,text-only floor,2000,1725,exact,0,19.25,-19.25,,,,,,,,,,outputs/eval/bridge_ijepa_150k_mlp_ep3_records.json,13d279f6ec359cc06fe0a210a814b947ab2bae484238e85100f3a2c012c546db,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_mlp_ep3::bridge_ijepa_150k_mlp_ep3::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_mlp_ep3,bridge_ijepa_150k_mlp_ep3,eval_2000_qids,,locked_result,ijepa,mlp256,,3,,,none,bridge_ijepa_150k_mlp_ep3,,,,,bridge,text-only floor,2000,1725,vqa_soft,53.45,30.7,22.75,,,,,,,,,,outputs/eval/bridge_ijepa_150k_mlp_ep3_records.json,13d279f6ec359cc06fe0a210a814b947ab2bae484238e85100f3a2c012c546db,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_mlp_ep3_cot::bridge_ijepa_150k_mlp_ep3_cot::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_mlp_ep3_cot,bridge_ijepa_150k_mlp_ep3_cot,eval_2000_qids,,locked_result,ijepa,mlp256,,3,,,cot,bridge_ijepa_150k_mlp_ep3_cot,,,,false,bridge+augmentation,bridge (unaugmented),2000,1725,exact,7.2,0,7.2,,,,,,,,,,outputs/eval/bridge_ijepa_150k_mlp_ep3_cot_records.json,4632e38d31214fa72847ec9afbe629efa5177ec9e272a575e6c5836b3dfb6c2d,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_mlp_ep3_cot::bridge_ijepa_150k_mlp_ep3_cot::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_mlp_ep3_cot,bridge_ijepa_150k_mlp_ep3_cot,eval_2000_qids,,locked_result,ijepa,mlp256,,3,,,cot,bridge_ijepa_150k_mlp_ep3_cot,,,,false,bridge+augmentation,bridge (unaugmented),2000,1725,vqa_soft,42.25,53.45,-11.2,,,,,,,,,,outputs/eval/bridge_ijepa_150k_mlp_ep3_cot_records.json,4632e38d31214fa72847ec9afbe629efa5177ec9e272a575e6c5836b3dfb6c2d,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_mlp_ep3_scene_graph::bridge_ijepa_150k_mlp_ep3_scene_graph::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_mlp_ep3_scene_graph,bridge_ijepa_150k_mlp_ep3_scene_graph,eval_2000_qids,,locked_result,ijepa,mlp256,,3,,,scene_graph_oracle,bridge_ijepa_150k_mlp_ep3_scene_graph,,,gqa_ground_truth,true,bridge+augmentation,bridge (unaugmented),2000,1725,exact,20.15,0,20.15,,,,,,,,,,outputs/eval/bridge_ijepa_150k_mlp_ep3_scene_graph_records.json,6dc30c4c8445cc29f5cf87f3d773e87a4ea29f828e24f956867a9a1bdaf5dc54,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_mlp_ep3_scene_graph::bridge_ijepa_150k_mlp_ep3_scene_graph::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_mlp_ep3_scene_graph,bridge_ijepa_150k_mlp_ep3_scene_graph,eval_2000_qids,,locked_result,ijepa,mlp256,,3,,,scene_graph_oracle,bridge_ijepa_150k_mlp_ep3_scene_graph,,,gqa_ground_truth,true,bridge+augmentation,bridge (unaugmented),2000,1725,vqa_soft,71.3,53.45,17.85,,,,,,,,,,outputs/eval/bridge_ijepa_150k_mlp_ep3_scene_graph_records.json,6dc30c4c8445cc29f5cf87f3d773e87a4ea29f828e24f956867a9a1bdaf5dc54,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_mlp_ep3_scene_graph_predq::bridge_ijepa_150k_mlp_ep3_scene_graph_predq::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_mlp_ep3_scene_graph_predq,bridge_ijepa_150k_mlp_ep3_scene_graph_predq,eval_2000_qids,,locked_result,ijepa,mlp256,,3,,,scene_graph_predicted_owlv2,bridge_ijepa_150k_mlp_ep3_scene_graph_predq,,,owlv2_question_conditioned,false,bridge+augmentation,bridge (unaugmented),2000,1725,exact,6.1,0,6.1,,,,,,,,,,outputs/eval/bridge_ijepa_150k_mlp_ep3_scene_graph_predq_records.json,98edaa785f48c4fbbbb451bddd5be65222f6081f9e50bed6a181c454b56a6ebf,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_mlp_ep3_scene_graph_predq::bridge_ijepa_150k_mlp_ep3_scene_graph_predq::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_mlp_ep3_scene_graph_predq,bridge_ijepa_150k_mlp_ep3_scene_graph_predq,eval_2000_qids,,locked_result,ijepa,mlp256,,3,,,scene_graph_predicted_owlv2,bridge_ijepa_150k_mlp_ep3_scene_graph_predq,,,owlv2_question_conditioned,false,bridge+augmentation,bridge (unaugmented),2000,1725,vqa_soft,52.7,53.45,-0.75,,,,,,,,,,outputs/eval/bridge_ijepa_150k_mlp_ep3_scene_graph_predq_records.json,98edaa785f48c4fbbbb451bddd5be65222f6081f9e50bed6a181c454b56a6ebf,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_pool_ep1::bridge_ijepa_150k_pool_ep1::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_pool_ep1,bridge_ijepa_150k_pool_ep1,eval_2000_qids,,locked_result,ijepa,pool32,,1,,,none,bridge_ijepa_150k_pool_ep1,,,,,bridge,text-only floor,2000,1725,exact,8.4,19.25,-10.85,,,,,,,,,,outputs/eval/bridge_ijepa_150k_pool_ep1_records.json,2ed4acc080b37edf9b5853a100045e98603bb3208c546d3bf8c16f26e2a26b89,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
