result_id,evidence_layer,experiment_code,split,encoder,connector,augmentation,category,n,metric,model_score,comparator_score,effect,source_artifact
corrected_locked2000:bridge_ijepa_w1qf_bf16_v1_ep5::bridge_ijepa_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_locked2000:bridge_ijepa_w1qf_bf16_v1_ep5,eval_2000_qids,ijepa,qformer32,none,relate,781,vqa_soft,31.370038,15.236876,16.133163,outputs/eval/locked/bridge_ijepa_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json
corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5::bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5,eval_2000_qids,ijepa,qformer32,none,choose,197,exact,58.883249,56.852792,2.030457,outputs/eval/locked/bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json
corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5::bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5,eval_2000_qids,ijepa,qformer32,none,compare,58,exact,62.068966,44.827586,17.241379,outputs/eval/locked/bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json
corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5::bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5,eval_2000_qids,ijepa,qformer32,none,exist,354,exact,54.237288,39.830508,14.40678,outputs/eval/locked/bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json
corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5::bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5,eval_2000_qids,ijepa,qformer32,none,other,610,exact,39.344262,30,9.344262,outputs/eval/locked/bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json
corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5::bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5,eval_2000_qids,ijepa,qformer32,none,relate,781,exact,32.522407,14.980794,17.541613,outputs/eval/locked/bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json
corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5::bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5,eval_2000_qids,ijepa,qformer32,none,choose,197,exact_full,58.883249,56.852792,2.030457,outputs/eval/locked/bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json
corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5::bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5,eval_2000_qids,ijepa,qformer32,none,compare,58,exact_full,62.068966,44.827586,17.241379,outputs/eval/locked/bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json
corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5::bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5,eval_2000_qids,ijepa,qformer32,none,exist,354,exact_full,54.237288,39.830508,14.40678,outputs/eval/locked/bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json
corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5::bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5,eval_2000_qids,ijepa,qformer32,none,other,610,exact_full,39.344262,30,9.344262,outputs/eval/locked/bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json
corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5::bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5,eval_2000_qids,ijepa,qformer32,none,relate,781,exact_full,32.522407,14.980794,17.541613,outputs/eval/locked/bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json
corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5::bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5,eval_2000_qids,ijepa,qformer32,none,choose,197,vqa_soft,59.390863,57.360406,2.030457,outputs/eval/locked/bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json
corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5::bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5,eval_2000_qids,ijepa,qformer32,none,compare,58,vqa_soft,62.068966,46.551724,15.517241,outputs/eval/locked/bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json
corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5::bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5,eval_2000_qids,ijepa,qformer32,none,exist,354,vqa_soft,54.237288,46.610169,7.627119,outputs/eval/locked/bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json
corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5::bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5,eval_2000_qids,ijepa,qformer32,none,other,610,vqa_soft,39.836066,31.639344,8.196721,outputs/eval/locked/bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json
corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5::bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_locked2000:bridge_ijepa_w1qf_s43_v1_ep5,eval_2000_qids,ijepa,qformer32,none,relate,781,vqa_soft,33.162612,15.236876,17.925736,outputs/eval/locked/bridge_ijepa_w1qf_s43_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json
corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5::bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5,eval_2000_qids,ijepa,qformer32,none,choose,197,exact,58.375635,56.852792,1.522843,outputs/eval/locked/bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json
corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5::bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5,eval_2000_qids,ijepa,qformer32,none,compare,58,exact,50,44.827586,5.172414,outputs/eval/locked/bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json
corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5::bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5,eval_2000_qids,ijepa,qformer32,none,exist,354,exact,51.412429,39.830508,11.581921,outputs/eval/locked/bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json
corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5::bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5,eval_2000_qids,ijepa,qformer32,none,other,610,exact,42.786885,30,12.786885,outputs/eval/locked/bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json
corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5::bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5,eval_2000_qids,ijepa,qformer32,none,relate,781,exact,33.034571,14.980794,18.053777,outputs/eval/locked/bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json
corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5::bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5,eval_2000_qids,ijepa,qformer32,none,choose,197,exact_full,58.375635,56.852792,1.522843,outputs/eval/locked/bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json
corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5::bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5,eval_2000_qids,ijepa,qformer32,none,compare,58,exact_full,50,44.827586,5.172414,outputs/eval/locked/bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json
corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5::bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5,eval_2000_qids,ijepa,qformer32,none,exist,354,exact_full,51.412429,39.830508,11.581921,outputs/eval/locked/bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json
corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5::bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5,eval_2000_qids,ijepa,qformer32,none,other,610,exact_full,42.786885,30,12.786885,outputs/eval/locked/bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json
corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5::bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5,eval_2000_qids,ijepa,qformer32,none,relate,781,exact_full,33.034571,14.980794,18.053777,outputs/eval/locked/bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json
corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5::bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5,eval_2000_qids,ijepa,qformer32,none,choose,197,vqa_soft,58.883249,57.360406,1.522843,outputs/eval/locked/bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json
corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5::bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5,eval_2000_qids,ijepa,qformer32,none,compare,58,vqa_soft,50,46.551724,3.448276,outputs/eval/locked/bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json
corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5::bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5,eval_2000_qids,ijepa,qformer32,none,exist,354,vqa_soft,51.412429,46.610169,4.80226,outputs/eval/locked/bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json
corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5::bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5,eval_2000_qids,ijepa,qformer32,none,other,610,vqa_soft,43.442623,31.639344,11.803279,outputs/eval/locked/bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json
corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5::bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_locked2000:bridge_ijepa_w1qf_s44_v1_ep5,eval_2000_qids,ijepa,qformer32,none,relate,781,vqa_soft,33.290653,15.236876,18.053777,outputs/eval/locked/bridge_ijepa_w1qf_s44_v1_ep5__corrected_chatml_v1_eos__eval_2000_qids__image_only__direct_records.json
corrected_objective_ab:bridge_clip_w1_bf16_v1_ep5::bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_objective_ab:bridge_clip_w1_bf16_v1_ep5,objective_4000_qids,clip,mlp256,none,choose,489,exact,66.462168,48.670757,17.791411,outputs/eval/objective_ab_2291075/bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct_records.json
corrected_objective_ab:bridge_clip_w1_bf16_v1_ep5::bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_objective_ab:bridge_clip_w1_bf16_v1_ep5,objective_4000_qids,clip,mlp256,none,compare,129,exact,48.062016,43.410853,4.651163,outputs/eval/objective_ab_2291075/bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct_records.json
corrected_objective_ab:bridge_clip_w1_bf16_v1_ep5::bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_objective_ab:bridge_clip_w1_bf16_v1_ep5,objective_4000_qids,clip,mlp256,none,exist,726,exact,66.666667,41.322314,25.344353,outputs/eval/objective_ab_2291075/bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct_records.json
corrected_objective_ab:bridge_clip_w1_bf16_v1_ep5::bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_objective_ab:bridge_clip_w1_bf16_v1_ep5,objective_4000_qids,clip,mlp256,none,other,1314,exact,50.761035,27.549467,23.211568,outputs/eval/objective_ab_2291075/bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct_records.json
corrected_objective_ab:bridge_clip_w1_bf16_v1_ep5::bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_objective_ab:bridge_clip_w1_bf16_v1_ep5,objective_4000_qids,clip,mlp256,none,relate,1342,exact,40.834575,14.157973,26.676602,outputs/eval/objective_ab_2291075/bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct_records.json
corrected_objective_ab:bridge_clip_w1_bf16_v1_ep5::bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_objective_ab:bridge_clip_w1_bf16_v1_ep5,objective_4000_qids,clip,mlp256,none,choose,489,exact_full,66.462168,48.670757,17.791411,outputs/eval/objective_ab_2291075/bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct_records.json
corrected_objective_ab:bridge_clip_w1_bf16_v1_ep5::bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_objective_ab:bridge_clip_w1_bf16_v1_ep5,objective_4000_qids,clip,mlp256,none,compare,129,exact_full,48.062016,43.410853,4.651163,outputs/eval/objective_ab_2291075/bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct_records.json
corrected_objective_ab:bridge_clip_w1_bf16_v1_ep5::bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_objective_ab:bridge_clip_w1_bf16_v1_ep5,objective_4000_qids,clip,mlp256,none,exist,726,exact_full,66.666667,41.322314,25.344353,outputs/eval/objective_ab_2291075/bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct_records.json
corrected_objective_ab:bridge_clip_w1_bf16_v1_ep5::bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_objective_ab:bridge_clip_w1_bf16_v1_ep5,objective_4000_qids,clip,mlp256,none,other,1314,exact_full,50.761035,27.549467,23.211568,outputs/eval/objective_ab_2291075/bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct_records.json
corrected_objective_ab:bridge_clip_w1_bf16_v1_ep5::bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_objective_ab:bridge_clip_w1_bf16_v1_ep5,objective_4000_qids,clip,mlp256,none,relate,1342,exact_full,40.834575,14.157973,26.676602,outputs/eval/objective_ab_2291075/bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct_records.json
corrected_objective_ab:bridge_clip_w1_bf16_v1_ep5::bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_objective_ab:bridge_clip_w1_bf16_v1_ep5,objective_4000_qids,clip,mlp256,none,choose,489,vqa_soft,66.462168,49.693252,16.768916,outputs/eval/objective_ab_2291075/bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct_records.json
corrected_objective_ab:bridge_clip_w1_bf16_v1_ep5::bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_objective_ab:bridge_clip_w1_bf16_v1_ep5,objective_4000_qids,clip,mlp256,none,compare,129,vqa_soft,48.062016,44.96124,3.100775,outputs/eval/objective_ab_2291075/bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct_records.json
corrected_objective_ab:bridge_clip_w1_bf16_v1_ep5::bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_objective_ab:bridge_clip_w1_bf16_v1_ep5,objective_4000_qids,clip,mlp256,none,exist,726,vqa_soft,66.666667,48.760331,17.906336,outputs/eval/objective_ab_2291075/bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct_records.json
corrected_objective_ab:bridge_clip_w1_bf16_v1_ep5::bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_objective_ab:bridge_clip_w1_bf16_v1_ep5,objective_4000_qids,clip,mlp256,none,other,1314,vqa_soft,51.978691,30.060883,21.917808,outputs/eval/objective_ab_2291075/bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct_records.json
corrected_objective_ab:bridge_clip_w1_bf16_v1_ep5::bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_objective_ab:bridge_clip_w1_bf16_v1_ep5,objective_4000_qids,clip,mlp256,none,relate,1342,vqa_soft,42.101341,15.052161,27.04918,outputs/eval/objective_ab_2291075/bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct_records.json
corrected_objective_ab:bridge_clip_w1_s43_v1_ep5::bridge_clip_w1_s43_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_objective_ab:bridge_clip_w1_s43_v1_ep5,objective_4000_qids,clip,mlp256,none,choose,489,exact,65.848671,48.670757,17.177914,outputs/eval/objective_ab_2291075/bridge_clip_w1_s43_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct_records.json
corrected_objective_ab:bridge_clip_w1_s43_v1_ep5::bridge_clip_w1_s43_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_objective_ab:bridge_clip_w1_s43_v1_ep5,objective_4000_qids,clip,mlp256,none,compare,129,exact,47.286822,43.410853,3.875969,outputs/eval/objective_ab_2291075/bridge_clip_w1_s43_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct_records.json
corrected_objective_ab:bridge_clip_w1_s43_v1_ep5::bridge_clip_w1_s43_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_objective_ab:bridge_clip_w1_s43_v1_ep5,objective_4000_qids,clip,mlp256,none,exist,726,exact,62.809917,41.322314,21.487603,outputs/eval/objective_ab_2291075/bridge_clip_w1_s43_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct_records.json
corrected_objective_ab:bridge_clip_w1_s43_v1_ep5::bridge_clip_w1_s43_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_objective_ab:bridge_clip_w1_s43_v1_ep5,objective_4000_qids,clip,mlp256,none,other,1314,exact,51.217656,27.549467,23.668189,outputs/eval/objective_ab_2291075/bridge_clip_w1_s43_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct_records.json
corrected_objective_ab:bridge_clip_w1_s43_v1_ep5::bridge_clip_w1_s43_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_objective_ab:bridge_clip_w1_s43_v1_ep5,objective_4000_qids,clip,mlp256,none,relate,1342,exact,43.815201,14.157973,29.657228,outputs/eval/objective_ab_2291075/bridge_clip_w1_s43_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct_records.json
corrected_objective_ab:bridge_clip_w1_s43_v1_ep5::bridge_clip_w1_s43_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_objective_ab:bridge_clip_w1_s43_v1_ep5,objective_4000_qids,clip,mlp256,none,choose,489,exact_full,65.848671,48.670757,17.177914,outputs/eval/objective_ab_2291075/bridge_clip_w1_s43_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct_records.json
corrected_objective_ab:bridge_clip_w1_s43_v1_ep5::bridge_clip_w1_s43_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_objective_ab:bridge_clip_w1_s43_v1_ep5,objective_4000_qids,clip,mlp256,none,compare,129,exact_full,47.286822,43.410853,3.875969,outputs/eval/objective_ab_2291075/bridge_clip_w1_s43_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct_records.json
corrected_objective_ab:bridge_clip_w1_s43_v1_ep5::bridge_clip_w1_s43_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_objective_ab:bridge_clip_w1_s43_v1_ep5,objective_4000_qids,clip,mlp256,none,exist,726,exact_full,62.809917,41.322314,21.487603,outputs/eval/objective_ab_2291075/bridge_clip_w1_s43_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct_records.json
corrected_objective_ab:bridge_clip_w1_s43_v1_ep5::bridge_clip_w1_s43_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_objective_ab:bridge_clip_w1_s43_v1_ep5,objective_4000_qids,clip,mlp256,none,other,1314,exact_full,51.217656,27.549467,23.668189,outputs/eval/objective_ab_2291075/bridge_clip_w1_s43_v1_ep5__corrected_chatml_v1_eos__objective_4000_qids__image_only__direct_records.json
